SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "feeder_5:Power, max=23.1  "
Line, "Line.line1", "1", "2", 0, 6,  0, 0, 0.24017771, 0, 433.023, 270.177, 433.125, 270.405, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line2", "2", "3", 192, 6,  0, 0, 0.24017771, 0, 433.125, 270.405, 433.132, 270.436, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line3", "3", "4", 384, 6,  0, 0, 0.24017771, 0, 433.132, 270.436, 433.133, 270.468, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line4", "4", "5", 576, 6,  0, 0, 0.24017771, 0, 433.133, 270.468, 433.129, 270.499, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line5", "5", "6", 768, 6,  0, 0, 0.24017771, 0, 433.129, 270.499, 433.118, 270.528, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line6", "6", "7", 960, 6,  0, 0, 0.24017771, 0, 433.118, 270.528, 433.103, 270.556, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line7", "7", "8", 1152, 6,  0, 0, 0.24017771, 0, 433.103, 270.556, 433.082, 270.579, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line8", "8", "9", 1344, 6,  0, 0, 0.24017771, 0, 433.082, 270.579, 433.057, 270.599, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line9", "9", "10", 1536, 6,  0, 0, 0.24017771, 0, 433.057, 270.599, 433.03, 270.614, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line10", "10", "11", 1728, 6,  0, 0, 0.24017771, 0, 433.03, 270.614, 430.725, 271.561, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line11", "11", "12", 1920, 6,  0, 0, 0.24017771, 0, 430.725, 271.561, 430.57, 271.607, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line12", "12", "13", 2112, 6,  0, 0, 0.24017771, 0, 430.57, 271.607, 430.409, 271.623, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line13", "13", "14", 2304, 6,  0, 0, 0.24017771, 0, 430.409, 271.623, 430.248, 271.608, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line14", "14", "15", 2496, 6,  0, 0, 0.24017771, 0, 430.248, 271.608, 430.092, 271.563, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line15", "15", "16", 2688, 6,  0, 0, 0.24017771, 0, 430.092, 271.563, 429.948, 271.489, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.line16", "16", "17", 2880, 6,  0, 0, 0.24017771, 0, 429.948, 271.489, 429.831, 271.429, 16711680, 5, 0, 0, 0, 0, 16, 1
